PlantID,PlantName,AccessionID,AccessionName,ExperimentID,ExperimentName,ExperimentCondition,GrowthLocation,TrayPosition,SampleID,SampleName,SampleType,PlateName,PlateCoordinate,NameInWell,TubeBarcode,Note,PopulationName
,,,,,,,,,S45524,K2-2-1,whole seedling,Emelliodora_Plate6_2015,A7,LBK2_22_01,,,LB-K2
,,,,,,,,,S45525,K2-22-13,whole seedling,Emelliodora_Plate6_2015,B7,LBK2_22_13,,,LB-K2
,,,,,,,,,S45526,D-8-11,whole seedling,Emelliodora_Plate6_2015,C7,LBD_8_11,,,LB-D
,,,,,,,,,S45527,19-24-7,whole seedling,Emelliodora_Plate6_2015,D7,LB19_24_07,,,LB-19
,,,,,,,,,S45528,KMCH-1-1,whole seedling,Emelliodora_Plate6_2015,E7,KMCH_01_01,,exclude4Tricia,KMCH
,,,,,,,,,S45529,19-28-7,whole seedling,Emelliodora_Plate6_2015,F7,LB19_28_07,,,LB-19
,,,,,,,,,S45530,19-7-10,whole seedling,Emelliodora_Plate6_2015,G7,LB19_7_10,,,LB-19
,,,,,,,,,S45531,T1-14-8,whole seedling,Emelliodora_Plate6_2015,H7,LBT1_14_08,,,LB-T1
,,,,,,,,,S45532,K2-22-2,whole seedling,Emelliodora_Plate6_2015,A8,LBK2_22_02,,,LB-K2
,,,,,,,,,S45533,K2-22-14,whole seedling,Emelliodora_Plate6_2015,B8,LBK2_22_14,,,LB-K2
,,,,,,,,,S45534,D-8-12,whole seedling,Emelliodora_Plate6_2015,C8,LBD_8_12,,,LB-D
,,,,,,,,,S45535,19-24-8,whole seedling,Emelliodora_Plate6_2015,D8,LB19_24_08,,,LB-19
,,,,,,,,,S45536,KMCH-1-2,whole seedling,Emelliodora_Plate6_2015,E8,KMCH_01_02,,exclude4Tricia,KMCH
,,,,,,,,,S45537,19-28-8,whole seedling,Emelliodora_Plate6_2015,F8,LB19_28_08,,,LB-19
,,,,,,,,,S45538,19-7-11,whole seedling,Emelliodora_Plate6_2015,G8,LB19_7_11,,,LB-19
,,,,,,,,,S45539,T1-14-9,whole seedling,Emelliodora_Plate6_2015,H8,LBT1_14_09,,,LB-T1
,,,,,,,,,S45540,K2-22-3,whole seedling,Emelliodora_Plate6_2015,A9,LBK2_22_03,,,LB-K2
,,,,,,,,,S45541,D-8-1,whole seedling,Emelliodora_Plate6_2015,B9,LBD_8_01,,,LB-D
,,,,,,,,,S45542,19-12-1,whole seedling,Emelliodora_Plate6_2015,C9,LB19_12_01,,,LB-19
,,,,,,,,,S45543,19-24-9,whole seedling,Emelliodora_Plate6_2015,D9,LB19_24_09,,,LB-19
,,,,,,,,,S45544,KMCH-1-3,whole seedling,Emelliodora_Plate6_2015,E9,KMCH_01_03,,exclude4Tricia,KMCH
,,,,,,,,,S45545,19-4-1,whole seedling,Emelliodora_Plate6_2015,F9,LB19_4_01,,,LB-19
,,,,,,,,,S45546,19-7-12,whole seedling,Emelliodora_Plate6_2015,G9,LB19_7_12,,,LB-19
,,,,,,,,,S45547,T1-14-10,whole seedling,Emelliodora_Plate6_2015,H9,LBT1_14_10,,,LB-T1
,,,,,,,,,S45548,K2-22-4,whole seedling,Emelliodora_Plate6_2015,A10,LBK2_22_04,,,LB-K2
,,,,,,,,,S45549,D-8-2,whole seedling,Emelliodora_Plate6_2015,B10,LBD_8_02,,,LB-D
,,,,,,,,,S45550,19-12-2,whole seedling,Emelliodora_Plate6_2015,C10,LB19_12_02,,,LB-19
,,,,,,,,,S45551,19-24-10,whole seedling,Emelliodora_Plate6_2015,D10,LB19_24_10,,,LB-19
,,,,,,,,,S45552,KMCH-1-4,whole seedling,Emelliodora_Plate6_2015,E10,KMCH_01_04,,exclude4Tricia,KMCH
,,,,,,,,,S45553,19-4-2,whole seedling,Emelliodora_Plate6_2015,F10,LB19_4_02,,,LB-19
,,,,,,,,,S45554,19-7-13,whole seedling,Emelliodora_Plate6_2015,G10,LB19_7_13,,,LB-19
,,,,,,,,,S45555,T1-14-11,whole seedling,Emelliodora_Plate6_2015,H10,LBT1_14_11,,,LB-T1
,,,,,,,,,S45556,K2-22-5,whole seedling,Emelliodora_Plate6_2015,A11,LBK2_22_05,,,LB-K2
,,,,,,,,,S45557,D-8-3,whole seedling,Emelliodora_Plate6_2015,B11,LBD_8_03,,,LB-D
,,,,,,,,,S45558,19-12-3,whole seedling,Emelliodora_Plate6_2015,C11,LB19_12_03,,,LB-19
,,,,,,,,,S45559,19-24-11,whole seedling,Emelliodora_Plate6_2015,D11,LB19_24_11,,,LB-19
,,,,,,,,,S45560,KMCH-1-5,whole seedling,Emelliodora_Plate6_2015,E11,KMCH_01_05,,exclude4Tricia,KMCH
,,,,,,,,,S45561,19-5-1,whole seedling,Emelliodora_Plate6_2015,F11,LB19_5_01,,,LB-19
,,,,,,,,,S45562,T1-2-1,whole seedling,Emelliodora_Plate6_2015,G11,LBT1_02_01,,,LB-T1
,,,,,,,,,S45563,T1-14-12,whole seedling,Emelliodora_Plate6_2015,H11,LBT1_14_12,,,LB-T1
,,,,,,,,,S45564,K2-22-6,whole seedling,Emelliodora_Plate6_2015,A12,LBK2_22_06,,,LB-K2
,,,,,,,,,S45565,D-8-4,whole seedling,Emelliodora_Plate6_2015,B12,LBD_8_04,,,LB-D
,,,,,,,,,S45566,19-12-4,whole seedling,Emelliodora_Plate6_2015,C12,LB19_12_04,,,LB-19
,,,,,,,,,S45567,19-2-1,whole seedling,Emelliodora_Plate6_2015,D12,LB19_2_01,,,LB-19
,,,,,,,,,S45568,KMCH-1-6,whole seedling,Emelliodora_Plate6_2015,E12,KMCH_01_06,,exclude4Tricia,KMCH
,,,,,,,,,S45569,19-5-2,whole seedling,Emelliodora_Plate6_2015,F12,LB19_5_02,,,LB-19
,,,,,,,,,S45570,T1-14-1,whole seedling,Emelliodora_Plate6_2015,G12,LBT1_14_01,,,LB-T1
,,,,,,,,,S45571,T1-14-13,whole seedling,Emelliodora_Plate6_2015,H12,LBT1_14_13,,,LB-T1
,,,,,,,,,S45572,D-11-27,whole seedling,Emelliodora_Plate9_2015,A1,LBD_11_27,,,LB-D
,,,,,,,,,S45573,D-11-28,whole seedling,Emelliodora_Plate9_2015,B1,LBD_11_28,,,LB-D
,,,,,,,,,S45574,D-11-29,whole seedling,Emelliodora_Plate9_2015,C1,LBD_11_29,,,LB-D
,,,,,,,,,S45575,D-11-30,whole seedling,Emelliodora_Plate9_2015,D1,LBD_11_30,,,LB-D
,,,,,,,,,S45576,D-11-31,whole seedling,Emelliodora_Plate9_2015,E1,LBD_11_31,,,LB-D
,,,,,,,,,S45577,D-11-32,whole seedling,Emelliodora_Plate9_2015,F1,LBD_11_32,,,LB-D
,,,,,,,,,S45578,D-11-33,whole seedling,Emelliodora_Plate9_2015,G1,LBD_11_33,,,LB-D
,,,,,,,,,S45579,D-11-34,whole seedling,Emelliodora_Plate9_2015,H1,LBD_11_34,,,LB-D
,,,,,,,,,S45580,D-5-19,whole seedling,Emelliodora_Plate9_2015,A2,LBD_5_19,,,LB-D
,,,,,,,,,S45581,D-5-20,whole seedling,Emelliodora_Plate9_2015,B2,LBD_5_20,,,LB-D
,,,,,,,,,S45582,D-5-21,whole seedling,Emelliodora_Plate9_2015,C2,LBD_5_21,,,LB-D
,,,,,,,,,S45583,D-5-22,whole seedling,Emelliodora_Plate9_2015,D2,LBD_5_22,,,LB-D
,,,,,,,,,S45584,D-5-23,whole seedling,Emelliodora_Plate9_2015,E2,LBD_5_23,,,LB-D
,,,,,,,,,S45585,D-5-24,whole seedling,Emelliodora_Plate9_2015,F2,LBD_5_24,,,LB-D
,,,,,,,,,S45586,D-5-25,whole seedling,Emelliodora_Plate9_2015,G2,LBD_5_25,,,LB-D
,,,,,,,,,S45587,D-5-26,whole seedling,Emelliodora_Plate9_2015,H2,LBD_5_26,,,LB-D
,,,,,,,,,S45588,D-6-1,whole seedling,Emelliodora_Plate9_2015,A3,LBD_6_01,,,LB-D
,,,,,,,,,S45589,D-6-2,whole seedling,Emelliodora_Plate9_2015,B3,LBD_6_02,,,LB-D
,,,,,,,,,S45590,D-6-3,whole seedling,Emelliodora_Plate9_2015,C3,LBD_6_03,,,LB-D
,,,,,,,,,S45591,D-6-4,whole seedling,Emelliodora_Plate9_2015,D3,LBD_6_04,,,LB-D
,,,,,,,,,S45592,D-6-5,whole seedling,Emelliodora_Plate9_2015,E3,LBD_6_05,,,LB-D
,,,,,,,,,S45593,D-6-6,whole seedling,Emelliodora_Plate9_2015,F3,LBD_6_06,,,LB-D
,,,,,,,,,S45594,D-6-7,whole seedling,Emelliodora_Plate9_2015,G3,LBD_6_07,,,LB-D
,,,,,,,,,S45595,D-6-8,whole seedling,Emelliodora_Plate9_2015,H3,LBD_6_08,,,LB-D
,,,,,,,,,S45596,D-10-1,whole seedling,Emelliodora_Plate9_2015,A4,LBD_10_01,,,LB-D
,,,,,,,,,S45597,D-10-2,whole seedling,Emelliodora_Plate9_2015,B4,LBD_10_02,,,LB-D
,,,,,,,,,S45598,D-10-3,whole seedling,Emelliodora_Plate9_2015,C4,LBD_10_03,,,LB-D
,,,,,,,,,S45599,D-10-4,whole seedling,Emelliodora_Plate9_2015,D4,LBD_10_04,,,LB-D
,,,,,,,,,S45600,D-10-5,whole seedling,Emelliodora_Plate9_2015,E4,LBD_10_05,,,LB-D
,,,,,,,,,S45601,D-10-6,whole seedling,Emelliodora_Plate9_2015,F4,LBD_10_06,,,LB-D
,,,,,,,,,S45602,D-10-7,whole seedling,Emelliodora_Plate9_2015,G4,LBD_10_07,,,LB-D
,,,,,,,,,S45603,D-10-8,whole seedling,Emelliodora_Plate9_2015,H4,LBD_10_08,,,LB-D
,,,,,,,,,S45604,21-13-1,whole seedling,Emelliodora_Plate9_2015,A5,LB21_13_01,,,LB-21
,,,,,,,,,S45605,21-13-2,whole seedling,Emelliodora_Plate9_2015,B5,LB21_13_02,,,LB-21
,,,,,,,,,S45606,21-13-3,whole seedling,Emelliodora_Plate9_2015,C5,LB21_13_03,,,LB-21
,,,,,,,,,S45607,21-13-4,whole seedling,Emelliodora_Plate9_2015,D5,LB21_13_04,,,LB-21
,,,,,,,,,S45608,21-13-5,whole seedling,Emelliodora_Plate9_2015,E5,LB21_13_05,,,LB-21
,,,,,,,,,S45609,21-13-6,whole seedling,Emelliodora_Plate9_2015,F5,LB21_13_06,,,LB-21
,,,,,,,,,S45610,21-24-1,whole seedling,Emelliodora_Plate9_2015,G5,LB21_24_01,,,LB-21
,,,,,,,,,S45611,21-24-2,whole seedling,Emelliodora_Plate9_2015,H5,LB21_24_02,,,LB-21
,,,,,,,,,S45612,21-7-1,whole seedling,Emelliodora_Plate9_2015,A6,LB21_7_01,,,LB-21
,,,,,,,,,S45613,21-7-2,whole seedling,Emelliodora_Plate9_2015,B6,LB21_7_02,,,LB-21
,,,,,,,,,S45614,21-7-3,whole seedling,Emelliodora_Plate9_2015,C6,LB21_7_03,,,LB-21
,,,,,,,,,S45615,21-7-4,whole seedling,Emelliodora_Plate9_2015,D6,LB21_7_04,,,LB-21
,,,,,,,,,S45616,21-7-5,whole seedling,Emelliodora_Plate9_2015,E6,LB21_7_05,,,LB-21
,,,,,,,,,S45617,21-7-6,whole seedling,Emelliodora_Plate9_2015,F6,LB21_7_06,,,LB-21
,,,,,,,,,S45618,21-7-7,whole seedling,Emelliodora_Plate9_2015,G6,LB21_7_07,,,LB-21
,,,,,,,,,S45619,21-7-7R,whole seedling,Emelliodora_Plate9_2015,H6,LB21_7_07R,,,LB-21
,,,,,,,,,S45620,21-1-1,whole seedling,Emelliodora_Plate9_2015,A7,LB21_1_01,,,LB-21
,,,,,,,,,S45621,21-1-1R,whole seedling,Emelliodora_Plate9_2015,B7,LB21_1_01R,,,LB-21
,,,,,,,,,S45622,21-1-2,whole seedling,Emelliodora_Plate9_2015,C7,LB21_1_02,,,LB-21
,,,,,,,,,S45623,21-1-2R,whole seedling,Emelliodora_Plate9_2015,D7,LB21_1_02R,,,LB-21
,,,,,,,,,S45624,21-1-3,whole seedling,Emelliodora_Plate9_2015,E7,LB21_1_03,,,LB-21
,,,,,,,,,S45625,21-1-4,whole seedling,Emelliodora_Plate9_2015,F7,LB21_1_04,,,LB-21
,,,,,,,,,S45626,21-1-5,whole seedling,Emelliodora_Plate9_2015,G7,LB21_1_05,,,LB-21
,,,,,,,,,S45627,21-1-6,whole seedling,Emelliodora_Plate9_2015,H7,LB21_1_06,,,LB-21
,,,,,,,,,S45628,21-1-7,whole seedling,Emelliodora_Plate9_2015,A8,LB21_1_07,,,LB-21
,,,,,,,,,S45629,21-1-8,whole seedling,Emelliodora_Plate9_2015,B8,LB21_1_08,,,LB-21
,,,,,,,,,S45630,21-5-1,whole seedling,Emelliodora_Plate9_2015,C8,LB21_5_01,,,LB-21
,,,,,,,,,S45631,21-5-1R,whole seedling,Emelliodora_Plate9_2015,D8,LB21_5_01R,,,LB-21
,,,,,,,,,S45632,21-5-2,whole seedling,Emelliodora_Plate9_2015,E8,LB21_5_02,,,LB-21
,,,,,,,,,S45633,21-5-2R,whole seedling,Emelliodora_Plate9_2015,F8,LB21_5_02R,,,LB-21
,,,,,,,,,S45634,21-5-3,whole seedling,Emelliodora_Plate9_2015,G8,LB21_5_03,,,LB-21
,,,,,,,,,S45635,21-5-4,whole seedling,Emelliodora_Plate9_2015,H8,LB21_5_04,,,LB-21
,,,,,,,,,S45636,21-5-5,whole seedling,Emelliodora_Plate9_2015,A9,LB21_5_05,,,LB-21
,,,,,,,,,S45637,21-5-6,whole seedling,Emelliodora_Plate9_2015,B9,LB21_5_06,,,LB-21
,,,,,,,,,S45638,21-5-7,whole seedling,Emelliodora_Plate9_2015,C9,LB21_5_07,,,LB-21
,,,,,,,,,S45639,21-5-8,whole seedling,Emelliodora_Plate9_2015,D9,LB21_5_08,,,LB-21
,,,,,,,,,S45640,21-5-9,whole seedling,Emelliodora_Plate9_2015,E9,LB21_5_09,,,LB-21
,,,,,,,,,S45641,21-5-10,whole seedling,Emelliodora_Plate9_2015,F9,LB21_5_10,,,LB-21
,,,,,,,,,S45642,21-5-11,whole seedling,Emelliodora_Plate9_2015,G9,LB21_5_11,,,LB-21
,,,,,,,,,S45643,M-6-1,whole seedling,Emelliodora_Plate9_2015,H9,LBM_6_01,,exclude4Tricia,LB-M
,,,,,,,,,S45644,M-6-2,whole seedling,Emelliodora_Plate9_2015,A10,LBM_6_02,,exclude4Tricia,LB-M
,,,,,,,,,S45645,M-6-3,whole seedling,Emelliodora_Plate9_2015,B10,LBM_6_03,,exclude4Tricia,LB-M
,,,,,,,,,S45646,M-1-1,whole seedling,Emelliodora_Plate9_2015,C10,LBM_1_01,,exclude4Tricia,LB-M
,,,,,,,,,S45647,M-1-2,whole seedling,Emelliodora_Plate9_2015,D10,LBM_1_02,,exclude4Tricia,LB-M
,,,,,,,,,S45648,M-1-3,whole seedling,Emelliodora_Plate9_2015,E10,LBM_1_03,,exclude4Tricia,LB-M
,,,,,,,,,S45649,M-1-4,whole seedling,Emelliodora_Plate9_2015,F10,LBM_1_04,,exclude4Tricia,LB-M
,,,,,,,,,S45650,M-1-5,whole seedling,Emelliodora_Plate9_2015,G10,LBM_1_05,,exclude4Tricia,LB-M
,,,,,,,,,S45651,M-1-6,whole seedling,Emelliodora_Plate9_2015,H10,LBM_1_06,,exclude4Tricia,LB-M
,,,,,,,,,S45652,M-1-7,whole seedling,Emelliodora_Plate9_2015,A11,LBM_1_07,,exclude4Tricia,LB-M
,,,,,,,,,S45653,M-1-8,whole seedling,Emelliodora_Plate9_2015,B11,LBM_1_08,,exclude4Tricia,LB-M
,,,,,,,,,S45654,M-1-9,whole seedling,Emelliodora_Plate9_2015,C11,LBM_1_09,,exclude4Tricia,LB-M
,,,,,,,,,S45655,M-1-10,whole seedling,Emelliodora_Plate9_2015,D11,LBM_1_10,,exclude4Tricia,LB-M
,,,,,,,,,S45656,M-1-11,whole seedling,Emelliodora_Plate9_2015,E11,LBM_1_11,,exclude4Tricia,LB-M
,,,,,,,,,S45657,M-1-12,whole seedling,Emelliodora_Plate9_2015,F11,LBM_1_12,,exclude4Tricia,LB-M
,,,,,,,,,S45658,M-1-13,whole seedling,Emelliodora_Plate9_2015,G11,LBM_1_13,,exclude4Tricia,LB-M
,,,,,,,,,S45659,M-1-14,whole seedling,Emelliodora_Plate9_2015,H11,LBM_1_14,,exclude4Tricia,LB-M
,,,,,,,,,S45660,M-1-15,whole seedling,Emelliodora_Plate9_2015,A12,LBM_1_15,,exclude4Tricia,LB-M
,,,,,,,,,S45661,M-1-16,whole seedling,Emelliodora_Plate9_2015,B12,LBM_1_16,,exclude4Tricia,LB-M
,,,,,,,,,S45662,M-1-17,whole seedling,Emelliodora_Plate9_2015,C12,LBM_1_17,,exclude4Tricia,LB-M
,,,,,,,,,S45663,M-1-18,whole seedling,Emelliodora_Plate9_2015,D12,LBM_1_18,,exclude4Tricia,LB-M
,,,,,,,,,S45664,M-1-19,whole seedling,Emelliodora_Plate9_2015,E12,LBM_1_19,,exclude4Tricia,LB-M
,,,,,,,,,S45665,M-1-20,whole seedling,Emelliodora_Plate9_2015,F12,LBM_1_20,,exclude4Tricia,LB-M
,,,,,,,,,S45666,M-1-21,whole seedling,Emelliodora_Plate9_2015,G12,LBM_1_21,,exclude4Tricia,LB-M
,,,,,,,,,S45667,M-1-22,whole seedling,Emelliodora_Plate9_2015,H12,LBM_1_22,,exclude4Tricia,LB-M
,,,,,,,,,S45668,M-2-1,whole seedling,Emelliodora_Plate10_2015,A1,LBM_2_01,,exclude4Tricia,LB-M
,,,,,,,,,S45669,M-2-2,whole seedling,Emelliodora_Plate10_2015,B1,LBM_2_02,,exclude4Tricia,LB-M
,,,,,,,,,S45670,M-2-3,whole seedling,Emelliodora_Plate10_2015,C1,LBM_2_03,,exclude4Tricia,LB-M
,,,,,,,,,S45671,M-2-4,whole seedling,Emelliodora_Plate10_2015,D1,LBM_2_04,,exclude4Tricia,LB-M
,,,,,,,,,S45672,M-2-5,whole seedling,Emelliodora_Plate10_2015,E1,LBM_2_05,,exclude4Tricia,LB-M
,,,,,,,,,S45673,M-2-6,whole seedling,Emelliodora_Plate10_2015,F1,LBM_2_06,,exclude4Tricia,LB-M
,,,,,,,,,S45674,M-2-7,whole seedling,Emelliodora_Plate10_2015,G1,LBM_2_07,,exclude4Tricia,LB-M
,,,,,,,,,S45675,M-2-8,whole seedling,Emelliodora_Plate10_2015,H1,LBM_2_08,,exclude4Tricia,LB-M
,,,,,,,,,S45676,M-5-8,whole seedling,Emelliodora_Plate10_2015,A2,LBM_5_08,,exclude4Tricia,LB-M
,,,,,,,,,S45677,M-5-9,whole seedling,Emelliodora_Plate10_2015,B2,LBM_5_09,,exclude4Tricia,LB-M
,,,,,,,,,S45678,M-5-10,whole seedling,Emelliodora_Plate10_2015,C2,LBM_5_10,,exclude4Tricia,LB-M
,,,,,,,,,S45679,M-5-11,whole seedling,Emelliodora_Plate10_2015,D2,LBM_5_11,,exclude4Tricia,LB-M
,,,,,,,,,S45680,M-5-12,whole seedling,Emelliodora_Plate10_2015,E2,LBM_5_12,,exclude4Tricia,LB-M
,,,,,,,,,S45681,M-5-13,whole seedling,Emelliodora_Plate10_2015,F2,LBM_5_13,,exclude4Tricia,LB-M
,,,,,,,,,S45682,M-5-13R,whole seedling,Emelliodora_Plate10_2015,G2,LBM_5_13R,,exclude4Tricia,LB-M
,,,,,,,,,S45683,M-5-14,whole seedling,Emelliodora_Plate10_2015,H2,LBM_5_14,,exclude4Tricia,LB-M
,,,,,,,,,S45684,M-5-15,whole seedling,Emelliodora_Plate10_2015,A3,LBM_5_15,,exclude4Tricia,LB-M
,,,,,,,,,S45685,M-5-16,whole seedling,Emelliodora_Plate10_2015,B3,LBM_5_16,,exclude4Tricia,LB-M
,,,,,,,,,S45686,M-5-17,whole seedling,Emelliodora_Plate10_2015,C3,LBM_5_17,,exclude4Tricia,LB-M
,,,,,,,,,S45687,M-5-18,whole seedling,Emelliodora_Plate10_2015,D3,LBM_5_18,,exclude4Tricia,LB-M
,,,,,,,,,S45688,M-5-19,whole seedling,Emelliodora_Plate10_2015,E3,LBM_5_19,,exclude4Tricia,LB-M
,,,,,,,,,S45689,M-3-1,whole seedling,Emelliodora_Plate10_2015,F3,LBM_3_1,,exclude4Tricia,LB-M
,,,,,,,,,S45690,M-3-2,whole seedling,Emelliodora_Plate10_2015,G3,LBM_3_2,,exclude4Tricia,LB-M
,,,,,,,,,S45691,M-3-3,whole seedling,Emelliodora_Plate10_2015,H3,LBM_3_3,,exclude4Tricia,LB-M
,,,,,,,,,S45692,M-3-4,whole seedling,Emelliodora_Plate10_2015,A4,LBM_3_04,,exclude4Tricia,LB-M
,,,,,,,,,S45693,M-3-5,whole seedling,Emelliodora_Plate10_2015,B4,LBM_3_05,,exclude4Tricia,LB-M
,,,,,,,,,S45694,M-3-6,whole seedling,Emelliodora_Plate10_2015,C4,LBM_3_06,,exclude4Tricia,LB-M
,,,,,,,,,S45695,M-3-7,whole seedling,Emelliodora_Plate10_2015,D4,LBM_3_07,,exclude4Tricia,LB-M
,,,,,,,,,S45696,M-3-8,whole seedling,Emelliodora_Plate10_2015,E4,LBM_3_08,,exclude4Tricia,LB-M
,,,,,,,,,S45697,24-22-1,whole seedling,Emelliodora_Plate10_2015,F4,LB24_22_1,,,LB-24
,,,,,,,,,S45698,24-22-2,whole seedling,Emelliodora_Plate10_2015,G4,LB24_22_2,,,LB-24
,,,,,,,,,S45699,24-22-3,whole seedling,Emelliodora_Plate10_2015,H4,LB24_22_3,,,LB-24
,,,,,,,,,S45700,24-22-4,whole seedling,Emelliodora_Plate10_2015,A5,LB24_22_4,,,LB-24
,,,,,,,,,S45701,24-22-5,whole seedling,Emelliodora_Plate10_2015,B5,LB24_22_5,,,LB-24
,,,,,,,,,S45702,24-22-6,whole seedling,Emelliodora_Plate10_2015,C5,LB24_22_6,,,LB-24
,,,,,,,,,S45703,24-22-7,whole seedling,Emelliodora_Plate10_2015,D5,LB24_22_7,,,LB-24
,,,,,,,,,S45704,24-22-8,whole seedling,Emelliodora_Plate10_2015,E5,LB24_22_8,,,LB-24
,,,,,,,,,S45705,24-22-9,whole seedling,Emelliodora_Plate10_2015,F5,LB24_22_9,,,LB-24
,,,,,,,,,S45706,24-22-10,whole seedling,Emelliodora_Plate10_2015,G5,LB24_22_10,,,LB-24
,,,,,,,,,S45707,24-22-11,whole seedling,Emelliodora_Plate10_2015,H5,LB24_22_11,,,LB-24
,,,,,,,,,S45708,24-22-12,whole seedling,Emelliodora_Plate10_2015,A6,LB24_22_12,,,LB-24
,,,,,,,,,S45709,24-22-13,whole seedling,Emelliodora_Plate10_2015,B6,LB24_22_13,,,LB-24
,,,,,,,,,S45710,24-20-1,whole seedling,Emelliodora_Plate10_2015,C6,LB24_20_01,,,LB-24
,,,,,,,,,S45711,24-20-2,whole seedling,Emelliodora_Plate10_2015,D6,LB24_20_02,,,LB-24
,,,,,,,,,S45712,24-20-3,whole seedling,Emelliodora_Plate10_2015,E6,LB24_20_03,,,LB-24
,,,,,,,,,S45713,24-20-4,whole seedling,Emelliodora_Plate10_2015,F6,LB24_20_04,,,LB-24
,,,,,,,,,S45714,24-20-5,whole seedling,Emelliodora_Plate10_2015,G6,LB24_20_05,,,LB-24
,,,,,,,,,S45715,24-20-6,whole seedling,Emelliodora_Plate10_2015,H6,LB24_20_06,,,LB-24
,,,,,,,,,S45716,24-20-7,whole seedling,Emelliodora_Plate10_2015,A7,LB24_20_07,,,LB-24
,,,,,,,,,S45717,24-20-8,whole seedling,Emelliodora_Plate10_2015,B7,LB24_20_08,,,LB-24
,,,,,,,,,S45718,24-20-9,whole seedling,Emelliodora_Plate10_2015,C7,LB24_20_09,,,LB-24
,,,,,,,,,S45719,24-20-10,whole seedling,Emelliodora_Plate10_2015,D7,LB24_20_10,,,LB-24
,,,,,,,,,S45720,K2-28-9,whole seedling,Emelliodora_Plate10_2015,E7,LBK2_28_09,,,LB-K2
,,,,,,,,,S45721,K2-28-10,whole seedling,Emelliodora_Plate10_2015,F7,LBK2_28_10,,,LB-K2
,,,,,,,,,S45722,K2-26-9,whole seedling,Emelliodora_Plate10_2015,G7,LBK2_26_09,,,LB-K2
,,,,,,,,,S45723,K2-26-10,whole seedling,Emelliodora_Plate10_2015,H7,LBK2_26_10,,,LB-K2
,,,,,,,,,S45724,M-1-23,whole seedling,Emelliodora_Plate10_2015,A8,LBM_1_23,,exclude4Tricia,LB-M
,,,,,,,,,S45725,M-1-24,whole seedling,Emelliodora_Plate10_2015,B8,LBM_1_24,,exclude4Tricia,LB-M
,,,,,,,,,S45726,M-1-25,whole seedling,Emelliodora_Plate10_2015,C8,LBM_1_25,,exclude4Tricia,LB-M
,,,,,,,,,S45727,11-8-1,whole seedling,Emelliodora_Plate10_2015,D8,LB11_8_01,,,LB-11
,,,,,,,,,S45728,11-8-2,whole seedling,Emelliodora_Plate10_2015,E8,LB11_8_02,,,LB-11
,,,,,,,,,S45729,11-8-3,whole seedling,Emelliodora_Plate10_2015,F8,LB11_8_03,,,LB-11
,,,,,,,,,S45730,11-8-4,whole seedling,Emelliodora_Plate10_2015,G8,LB11_8_04,,,LB-11
,,,,,,,,,S45731,11-8-5,whole seedling,Emelliodora_Plate10_2015,H8,LB11_8_05,,,LB-11
,,,,,,,,,S45732,11-8-6,whole seedling,Emelliodora_Plate10_2015,A9,LB11_8_06,,,LB-11
,,,,,,,,,S45733,11-8-7,whole seedling,Emelliodora_Plate10_2015,B9,LB11_8_07,,,LB-11
,,,,,,,,,S45734,11-8-8,whole seedling,Emelliodora_Plate10_2015,C9,LB11_8_08,,,LB-11
,,,,,,,,,S45735,11-8-9,whole seedling,Emelliodora_Plate10_2015,D9,LB11_8_09,,,LB-11
,,,,,,,,,S45736,11-8-10,whole seedling,Emelliodora_Plate10_2015,E9,LB11_8_10,,,LB-11
,,,,,,,,,S45737,11-8-11,whole seedling,Emelliodora_Plate10_2015,F9,LB11_8_11,,,LB-11
,,,,,,,,,S45738,11-8-12,whole seedling,Emelliodora_Plate10_2015,G9,LB11_8_12,,,LB-11
,,,,,,,,,S45739,24-16-1,whole seedling,Emelliodora_Plate10_2015,H9,LB24_16_01,,,LB-24
,,,,,,,,,S45740,24-16-2,whole seedling,Emelliodora_Plate10_2015,A10,LB24_16_02,,,LB-24
,,,,,,,,,S45741,24-16-3,whole seedling,Emelliodora_Plate10_2015,B10,LB24_16_03,,,LB-24
,,,,,,,,,S45742,24-16-4,whole seedling,Emelliodora_Plate10_2015,C10,LB24_16_04,,,LB-24
,,,,,,,,,S45743,24-16-5,whole seedling,Emelliodora_Plate10_2015,D10,LB24_16_05,,,LB-24
,,,,,,,,,S45744,24-16-6,whole seedling,Emelliodora_Plate10_2015,E10,LB24_16_06,,,LB-24
,,,,,,,,,S45745,24-16-7,whole seedling,Emelliodora_Plate10_2015,F10,LB24_16_07,,,LB-24
,,,,,,,,,S45746,24-16-8,whole seedling,Emelliodora_Plate10_2015,G10,LB24_16_08,,,LB-24
,,,,,,,,,S45747,24-16-9,whole seedling,Emelliodora_Plate10_2015,H10,LB24_16_09,,,LB-24
,,,,,,,,,S45748,24-16-10,whole seedling,Emelliodora_Plate10_2015,A11,LB24_16_10,,,LB-24
,,,,,,,,,S45749,M-6-4,whole seedling,Emelliodora_Plate10_2015,B11,LBM_6_01,,exclude4Tricia,LB-M
,,,,,,,,,S45750,M-6-5,whole seedling,Emelliodora_Plate10_2015,C11,LBM_6_02,,exclude4Tricia,LB-M
,,,,,,,,,S45751,M-6-6,whole seedling,Emelliodora_Plate10_2015,D11,LBM_6_03,,exclude4Tricia,LB-M
